Unnamed: 0,order_id,order_item_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,seller_zip_code_prefix,payment_type,payment_sequential,payment_installments,price,freight_value,payment_value,shipping_limit_date,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day_of_purchase,month_of_purchase,year_of_purchase,month/year_of_purchase,order_status,order_unique_id
54919,20f136d890c31a62486c809f91a5b098,1,e46db370a98dec564da620109436f09a,127d41455fd0ee4fe94ecd34b6b206b9,33855,ribeirao das neves,MG,9048cbd294fe0c1a3ec8c8248bc2cadd,instrumentos_musicais,63.0,927.0,9.0,7500.0,55.0,18.0,45.0,6d66611d7c44cc30ce351abc49a68421,sao paulo,SP,4378,credit_card,1,10,69.9,47.78,117.68,2017-06-28 17:02:49,2017-06-21 16:54:28,2017-06-22 17:02:49,2017-06-26 13:35:55,2017-07-03 14:39:54,2017-07-13 00:00:00,Wednesday,June,2017,June-2017,delivered,20f136d890c31a62486c809f91a5b098-1
60387,3d2dcb01fbc5f4d34251dfc216cb2034,1,4a8901d60a3004ab988ef51c6c258764,bdd1197fbc90ed93d74b23a007dbca45,39320,ubai,MG,e2883845d83ecea7f341705fafdfd19c,informatica_acessorios,47.0,2356.0,1.0,100.0,39.0,9.0,11.0,897060da8b9a21f655304d50fd935913,ribeirao preto,SP,14092,boleto,1,1,43.5,18.23,61.73,2018-05-17 03:37:41,2018-05-10 07:52:16,2018-05-11 03:37:41,2018-05-11 15:50:00,2018-05-22 00:28:21,2018-06-07 00:00:00,Thursday,May,2018,May-2018,delivered,3d2dcb01fbc5f4d34251dfc216cb2034-1
3241,e2047aaabab2869c1080a51c3e6b64ce,2,87d8a79b1f818010f6bff9a06a526905,a4238bd7610115c6ba248432a104766a,39990,aguas vermelhas,MG,fdbd77fe1773263558126c16e0b4b67c,cama_mesa_banho,59.0,349.0,2.0,1500.0,30.0,10.0,30.0,8160255418d5aaa7dbdc9f4c64ebda44,ibitinga,SP,14940,credit_card,1,8,119.9,1.7,349.4,2018-06-13 15:10:33,2018-06-09 14:49:17,2018-06-09 15:10:33,2018-06-11 16:17:00,2018-06-19 18:05:26,2018-07-11 00:00:00,Saturday,June,2018,June-2018,delivered,e2047aaabab2869c1080a51c3e6b64ce-2
32730,dae97a1f0f8cafc4d646231f0d04fd88,1,7fb813eebaef144f1a4c38e3c730bd02,c488f6d456fa4dffb75bcf7cc4f6a1a3,12052,taubate,SP,7b83c11ac78f11bde67542beb12e8163,beleza_saude,56.0,670.0,1.0,350.0,29.0,20.0,24.0,431af27f296bc6519d890aa5a05fdb11,ribeirao preto,SP,14110,credit_card,1,2,49.9,12.69,62.59,2017-06-12 21:02:44,2017-06-06 20:47:46,2017-06-06 21:02:44,2017-06-13 12:08:59,2017-06-19 18:54:27,2017-06-27 00:00:00,Tuesday,June,2017,June-2017,delivered,dae97a1f0f8cafc4d646231f0d04fd88-1
41626,f3a11dab21352ec16a6d038ce9958381,1,fdfc6249ca397559e4e9530c0fef9cd3,6c972fa0695bef346e2d556e89efce27,96810,santa cruz do sul,RS,566837caf82af3f65421f9d9d8820a27,moveis_decoracao,56.0,385.0,1.0,700.0,25.0,2.0,17.0,cca3071e3e9bb7d12640c9fbe2301306,ibitinga,SP,14940,credit_card,1,9,39.9,17.19,114.18,2017-03-20 11:03:09,2017-03-06 10:52:31,2017-03-06 11:03:09,2017-03-13 10:19:07,2017-03-23 08:58:51,2017-04-06 00:00:00,Monday,March,2017,March-2017,delivered,f3a11dab21352ec16a6d038ce9958381-1
7875,7905d74aefff427d164bf8a4b274fc9c,2,163a1a773e83bb4ec009b749a84e9666,6e34fc248820623116a0758654503707,45780,itarantim,BA,9e164b4afdecc7c67fb9b6f12c104e21,esporte_lazer,54.0,1823.0,1.0,450.0,18.0,18.0,18.0,218d46b86c1881d022bce9c68a7d4b15,ribeirao preto,SP,14070,credit_card,1,5,81.36,18.14,298.5,2017-05-26 09:04:35,2017-05-21 08:04:03,2017-05-21 09:04:35,2017-05-22 08:37:07,2017-06-06 13:33:06,2017-06-23 00:00:00,Sunday,May,2017,May-2017,delivered,7905d74aefff427d164bf8a4b274fc9c-2
45570,39a82394b2cec13982585114e7f6838f,1,276170f5bc4eba680e2ffb623dd52585,983218a392d76592ad22ce4e139d219d,48415,fatima,BA,568e52d4c670b4d5130bae2dbf211c40,automotivo,53.0,524.0,1.0,1675.0,63.0,9.0,63.0,8581055ce74af1daba164fdbd55a40de,guarulhos,SP,7112,boleto,1,1,92.1,22.0,114.1,2017-02-03 23:17:07,2017-01-30 23:17:07,2017-02-01 04:35:03,2017-02-03 13:27:51,2017-02-17 09:05:13,2017-03-13 00:00:00,Monday,January,2017,January-2017,delivered,39a82394b2cec13982585114e7f6838f-1
68902,695bdd39d2b8c25bb80207a161ed8086,1,787105d518a38470555bbfe1978b63f9,9173f8394714a803f3d46db497a68a19,85035,guarapuava,PR,f045dc40e1d54d2f70286e4cbb07a357,casa_construcao,50.0,898.0,5.0,550.0,17.0,26.0,17.0,213b25e6f54661939f11710a6fddb871,salto,SP,13321,boleto,1,1,39.9,18.23,116.26,2018-06-11 14:31:25,2018-05-30 20:36:01,2018-06-01 14:32:36,2018-06-11 14:33:00,2018-06-15 11:38:27,2018-07-12 00:00:00,Wednesday,May,2018,May-2018,delivered,695bdd39d2b8c25bb80207a161ed8086-1
103040,d5a9bcd8e843bed6dc81287ccf656d3f,1,2496d71f2e9f0ce3e43dcbf3905b0a9a,de73179fb08ccaa16bfbf6c139879855,78050,cuiaba,MT,c65f71634a9d0de5b4a1d7dbb6d3ae01,utilidades_domesticas,42.0,588.0,3.0,500.0,35.0,15.0,20.0,4c18691b6037662be2df78a765d98ab5,sao paulo,SP,3167,debit_card,1,1,45.5,18.47,63.97,2018-06-21 18:03:04,2018-06-18 17:47:59,2018-06-18 18:03:04,2018-06-19 13:21:00,2018-06-28 16:53:41,2018-07-17 00:00:00,Monday,June,2018,June-2018,delivered,d5a9bcd8e843bed6dc81287ccf656d3f-1
16100,f5508c24aa4418c7069ad5a43b06bdee,1,73c5b90f781d271fe81aad2a4f3fdb09,88fa5cefa0ddcf019e8c75e50ae0c703,12282,cacapava,SP,ab1f9387c0627dd24000bfbc54fdeee0,eletronicos,45.0,456.0,1.0,175.0,22.0,11.0,16.0,8b321bb669392f5163d04c59e235e066,sao paulo,SP,1212,boleto,1,1,12.25,12.79,25.04,2018-05-21 04:52:36,2018-05-14 20:38:09,2018-05-15 04:52:36,2018-05-15 14:21:00,2018-05-18 19:16:45,2018-05-30 00:00:00,Monday,May,2018,May-2018,delivered,f5508c24aa4418c7069ad5a43b06bdee-1
68559,4a53124ff0021d4eb276c76766d45f71,1,aa850ff40d565e7dd78c9531f875b32f,e2413f114b705e5bad4db3f5182663c8,23595,rio de janeiro,RJ,c64490cdfe40f9e25abd222c541a06f0,moveis_decoracao,58.0,2017.0,2.0,600.0,68.0,8.0,13.0,5a8e7d5003a1f221f9e1d6e411de7c23,campinas,SP,13076,credit_card,1,1,59.9,15.18,75.08,2017-10-16 17:07:26,2017-10-09 15:53:41,2017-10-09 16:07:26,2017-10-11 18:02:46,2017-10-17 19:35:05,2017-10-26 00:00:00,Monday,October,2017,October-2017,delivered,4a53124ff0021d4eb276c76766d45f71-1
109988,385bc274c4cbac59c0bb866c770588dc,1,0b61b5af3f45e32d2fba77c80abc3eba,880add2c1f7246c68c7bcd11b205da54,8683,suzano,SP,89f055104adb9365d7f7b5c475f77742,beleza_saude,38.0,395.0,1.0,114.0,19.0,16.0,17.0,6b15924333bd1a741595fe981ea04822,sao caetano do sul,SP,9541,credit_card,1,3,26.9,7.78,34.68,2017-05-16 12:32:00,2017-05-10 11:50:41,2017-05-10 12:34:05,2017-05-10 12:41:09,2017-05-15 11:09:54,2017-05-18 00:00:00,Wednesday,May,2017,May-2017,delivered,385bc274c4cbac59c0bb866c770588dc-1
74872,2d75fff7b2cc9e8df5ddfcf9a7a11cec,1,4244b230226a6cc815ffa70c4394b06f,cde6a9db1f84a0f8d378d1e1d1fecdd3,93510,novo hamburgo,RS,f110a8fd4a8052d5717ce2adc2bb71d0,esporte_lazer,57.0,1176.0,4.0,3350.0,66.0,6.0,43.0,f7ba60f8c3f99e7ee4042fdef03b70c4,sao bernardo do campo,SP,9628,boleto,1,1,411.0,25.42,436.42,2018-04-18 05:55:13,2018-04-11 10:44:58,2018-04-12 05:55:13,2018-04-14 00:48:44,2018-04-23 20:12:58,2018-05-11 00:00:00,Wednesday,April,2018,April-2018,delivered,2d75fff7b2cc9e8df5ddfcf9a7a11cec-1
11010,fedcd9f7ccdc8cba3a18defedd1a5547,2,13aa59158da63ba0e93ec6ac2c07aacb,6fbc7cdadbb522125f4b27ae9dee4060,23070,rio de janeiro,RJ,0554911df28fda9fd668ce5ba5949695,moveis_escritorio,46.0,1058.0,1.0,5200.0,45.0,54.0,15.0,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,SP,8577,voucher,14,1,79.99,22.88,7.63,2017-10-05 17:44:41,2017-09-23 14:56:45,2017-09-25 17:44:41,2017-10-02 23:47:54,2017-10-18 22:35:50,2017-10-23 00:00:00,Saturday,September,2017,September-2017,delivered,fedcd9f7ccdc8cba3a18defedd1a5547-2
21688,48a9ea3e1c382a1103caddec631502f7,1,0fc162891a4bcc7de1e9954280f2383e,941c731b8ffe27940e64d4b4793a2cd4,17900,dracena,SP,a16dacf975b8dcbafff14b679e6eeec2,esporte_lazer,57.0,3910.0,1.0,1200.0,26.0,26.0,15.0,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,80610,credit_card,1,9,69.9,23.29,93.19,2018-08-02 15:20:12,2018-07-31 14:22:44,2018-07-31 15:31:29,2018-08-02 06:48:00,2018-08-06 13:07:56,2018-08-14 00:00:00,Tuesday,July,2018,July-2018,delivered,48a9ea3e1c382a1103caddec631502f7-1
109994,aeb12b49be31428bee39c92e36968325,1,def2837c388d3254b44cc238dfaaa628,e12de94bb753d1bf027df4aa95212a6c,9720,sao bernardo do campo,SP,89f055104adb9365d7f7b5c475f77742,beleza_saude,38.0,395.0,1.0,114.0,19.0,16.0,17.0,6b15924333bd1a741595fe981ea04822,sao caetano do sul,SP,9541,boleto,1,1,26.9,10.96,37.86,2017-04-03 03:50:38,2017-03-27 20:31:23,2017-03-28 03:50:38,2017-03-28 08:24:52,2017-04-13 10:42:00,2017-04-13 00:00:00,Monday,March,2017,March-2017,delivered,aeb12b49be31428bee39c92e36968325-1
7168,500e36e71ec5080f1935acac38e0f8c1,1,326cd7173402f166f337b4abecbadba4,added1a2b033889698075770b7514df7,25585,sao joao de meriti,RJ,dc0289c8cd78fb2f6c41bb8be865cbec,informatica_acessorios,57.0,596.0,1.0,100.0,18.0,11.0,12.0,fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,SP,7032,credit_card,1,1,42.6,15.4,58.0,2018-06-18 18:18:58,2018-06-11 17:46:23,2018-06-11 18:18:58,2018-06-15 12:49:00,2018-06-20 14:42:46,2018-07-05 00:00:00,Monday,June,2018,June-2018,delivered,500e36e71ec5080f1935acac38e0f8c1-1
84753,5685548b79358ab0ae555e21ef9cb4ea,1,c17c6a65a59d3b444858f91b44800134,eb291381e2d0f9e4e40e7f1249026181,95588,xangri-la,RS,f858dbf7475a6089fc882318b8aeaded,utilidades_domesticas,20.0,122.0,1.0,400.0,25.0,15.0,25.0,835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,8030,credit_card,1,6,24.9,1.88,234.33,2017-02-15 21:54:04,2017-02-11 21:54:04,2017-02-11 22:05:15,2017-02-15 07:37:47,2017-02-21 10:11:46,2017-03-16 00:00:00,Saturday,February,2017,February-2017,delivered,5685548b79358ab0ae555e21ef9cb4ea-1
40240,533e799c38f442b59dfd2c9b73ebd8a4,1,75f3c17f0e74607e2278a8804fdb5895,3c030abc40069ccfe454aa11df42b041,29338,itaipava,ES,d8669d2dcff6b0dc4b1d693bb28890d9,brinquedos,42.0,1214.0,1.0,525.0,24.0,25.0,23.0,de23c3b98a88888289c6f5cc1209054a,sao paulo,SP,5530,credit_card,1,2,109.99,16.53,253.04,2017-12-01 00:18:55,2017-11-27 00:02:43,2017-11-27 00:18:55,2017-11-28 23:58:35,2017-12-07 17:56:48,2017-12-20 00:00:00,Monday,November,2017,November-2017,delivered,533e799c38f442b59dfd2c9b73ebd8a4-1
45864,45940e007848875eb181bfcf14ea51a1,1,63bf151f197d2fe9d29a0ad5a739f9fa,0ae6cacc8502e4ebb924474994c90ba9,58475,queimadas,PB,e6ebef1aa6feb022f534f7c73de98b01,construcao_ferramentas_construcao,54.0,756.0,1.0,600.0,16.0,11.0,11.0,8648b1e89e9b349e32d3741b30ec737e,jacarei,SP,12308,credit_card,1,1,226.9,53.94,280.84,2018-06-26 08:31:39,2018-06-21 17:10:24,2018-06-23 08:35:01,2018-06-25 14:49:00,2018-07-03 16:11:57,2018-07-25 00:00:00,Thursday,June,2018,June-2018,delivered,45940e007848875eb181bfcf14ea51a1-1
40368,2d23b7b75beee56569dff3df10d61495,1,e7a2035a508f9bddf360fb884b9538de,9646f9a3dfd2aa3e1cd8f0d1162e0164,18460,itarare,SP,a62e25e09e05e6faf31d90c6ec1aa3d1,relogios_presentes,58.0,3006.0,2.0,1000.0,53.0,8.0,18.0,634964b17796e64304cadf1ad3050fb7,rio de janeiro,RJ,21840,credit_card,1,3,108.0,16.52,124.52,2018-01-28 23:53:06,2018-01-22 23:34:00,2018-01-22 23:53:06,2018-01-24 22:36:37,2018-02-06 01:35:52,2018-02-19 00:00:00,Monday,January,2018,January-2018,delivered,2d23b7b75beee56569dff3df10d61495-1
91896,abcc1a031465c469ccf2a24ce5e762cc,1,f1a1ac9a22c3498f2dbc4fb675c35d03,dfe756b8f14330384f9257fd38479bf2,39100,diamantina,MG,a0b7d5a992ccda646f2d34e418fff5a0,moveis_decoracao,45.0,67.0,2.0,12300.0,40.0,40.0,40.0,95f83f51203c626648c875dd41874c7f,borda da mata,MG,37564,credit_card,1,3,69.9,26.11,96.01,2018-02-22 17:26:45,2018-02-17 18:13:01,2018-02-17 18:26:45,2018-02-22 15:41:55,2018-03-01 00:59:02,2018-03-12 00:00:00,Saturday,February,2018,February-2018,delivered,abcc1a031465c469ccf2a24ce5e762cc-1
69587,cdeefca5ad0ec35c4d7c5b48ab52e85c,1,190e6fd65f805d63c39c25217e4acac0,a562159e3d08acc0eed0e08886989fcd,11025,santos,SP,d2f5484cbffe4ca766301b21ab9246dd,informatica_acessorios,51.0,448.0,1.0,180.0,16.0,9.0,16.0,36a968b544695394e4e9d7572688598f,santos,SP,11010,credit_card,1,1,12.88,7.39,20.27,2018-08-14 08:25:09,2018-08-12 08:16:04,2018-08-12 08:25:09,2018-08-14 13:03:00,2018-08-15 17:46:56,2018-08-20 00:00:00,Sunday,August,2018,August-2018,delivered,cdeefca5ad0ec35c4d7c5b48ab52e85c-1
108424,afc091f97bfa9985b6ab413ad1a9891b,2,42568702f6b7a0d94ad168a4b1dbe0eb,072a543c663f0b54b41af8b074162d62,2460,sao paulo,SP,9e5f752e9e19cd6887063f004ee0da55,moveis_decoracao,33.0,824.0,1.0,1000.0,54.0,18.0,16.0,71593c7413973a1e160057b80d4958f6,sao paulo / sao paulo,SP,3407,voucher,5,1,59.9,9.17,14.72,2018-08-24 10:55:27,2018-08-16 10:46:39,2018-08-16 10:55:56,2018-08-22 14:22:00,2018-08-23 12:33:22,2018-08-27 00:00:00,Thursday,August,2018,August-2018,delivered,afc091f97bfa9985b6ab413ad1a9891b-2
58052,5fec115c600fe034468960bd0cc6d253,1,9e4d9a54de808507f6281dc71adf7a19,3fc557057f34435f5aec6298ce5f5bc8,9760,sao bernardo do campo,SP,f1c7f353075ce59d8a6f3cf58f419c9c,cama_mesa_banho,56.0,162.0,5.0,9750.0,35.0,12.0,30.0,37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,4248,credit_card,1,1,148.0,14.64,162.64,2017-09-29 01:45:00,2017-09-21 01:28:53,2017-09-21 01:45:00,2017-09-22 18:28:58,2017-09-25 20:37:14,2017-10-10 00:00:00,Thursday,September,2017,September-2017,delivered,5fec115c600fe034468960bd0cc6d253-1
87730,6dae4c54052a2dbf519b0ea3d1afefb2,1,919c6ef69a2748d733191979bd4709bb,10effbd35211616a40d0dda1bcd8cfcd,36033,juiz de fora,MG,6f7a8ba0af4207c1312825a95b63478e,brinquedos,46.0,1462.0,2.0,2800.0,41.0,12.0,57.0,5f2684dab12e59f83bef73ae57724e45,sao paulo,SP,5125,credit_card,1,10,199.9,21.89,221.79,2017-07-27 20:05:42,2017-07-22 19:53:31,2017-07-22 20:05:42,2017-07-24 17:27:55,2017-07-31 18:34:35,2017-08-15 00:00:00,Saturday,July,2017,July-2017,delivered,6dae4c54052a2dbf519b0ea3d1afefb2-1
85529,96b2e80dae1e727fd9f346aeb278d1fc,1,514c6e33892730a7739115d0da57076d,ccac5680eab564a88f301f59030b448b,68030,santarem,PA,7cd77cb177ba74f48a7d7ede2531beb2,cama_mesa_banho,56.0,803.0,1.0,1300.0,20.0,16.0,20.0,dd2bdf855a9172734fbc3744021ae9b9,belo horizonte,MG,31255,boleto,1,1,89.9,35.95,125.85,2017-06-09 02:15:17,2017-05-18 08:42:34,2017-05-19 02:15:17,2017-05-19 12:14:55,2017-06-14 14:20:08,2017-07-14 00:00:00,Thursday,May,2017,May-2017,delivered,96b2e80dae1e727fd9f346aeb278d1fc-1
89205,260c8e4c9a29e56ae6ee21c449f6834c,1,f9d9c879d3e01ea40ae591668342f90e,6a369713828335b84e57fa2295a049c3,9210,santo andre,SP,f834c914dc444ad2b175ff2a6f1ee1c7,automotivo,58.0,901.0,1.0,2500.0,35.0,20.0,20.0,cee48807215b30a12ca2ca10ffb5f250,guaruja,SP,11431,credit_card,1,5,199.9,14.79,214.69,2017-09-21 14:04:20,2017-09-02 18:11:58,2017-09-05 14:04:20,2017-09-11 19:49:59,2017-09-12 21:57:41,2017-09-26 00:00:00,Saturday,September,2017,September-2017,delivered,260c8e4c9a29e56ae6ee21c449f6834c-1
99622,2e167a5acbb1c31fd50faac2ac3986d4,2,84d873e3af10030dbdf741e8dac59fd5,91e659a7a68e60e21ecd112af276e2fc,5706,sao paulo,SP,c0704b7b41d23540e8576c5e84484dcb,beleza_saude,38.0,2113.0,1.0,250.0,17.0,11.0,13.0,670c26e0f1bf8d0576271d5cfaec6d2b,maringa,PR,87025,boleto,1,1,36.9,13.6,101.0,2018-07-20 04:35:13,2018-07-17 09:56:35,2018-07-18 04:35:13,2018-07-18 12:52:00,2018-07-23 21:28:44,2018-08-06 00:00:00,Tuesday,July,2018,July-2018,delivered,2e167a5acbb1c31fd50faac2ac3986d4-2
90685,97c404dfeae6c85bdf1e01bee13dddf6,4,121d975fd057bd1856669b183a42aec3,edaf4daaef4cd93ac92da6a30d7621ab,18706,avare,SP,de3f078dec217fe7b864a4bb912fef7b,relogios_presentes,60.0,813.0,4.0,300.0,16.0,11.0,12.0,744dac408745240a2c2528fb1b6028f3,colombo,PR,83408,credit_card,1,1,189.0,19.42,1042.1,2018-06-25 15:31:23,2018-06-20 15:25:44,2018-06-21 15:39:14,2018-06-26 14:06:00,2018-07-03 11:44:37,2018-07-20 00:00:00,Wednesday,June,2018,June-2018,delivered,97c404dfeae6c85bdf1e01bee13dddf6-4
29043,b3224f0819fcb5e1c0f91961c4100aa7,1,b2822eda717522788ab9dde55140fd8b,5341fda1b36716b4461eda71b6c32483,18185,pilar do sul,SP,57fd9b6a2704d7c8c9c82380c2e60f83,utilidades_domesticas,56.0,410.0,1.0,1400.0,30.0,30.0,30.0,53e4c6e0f4312d4d2107a8c9cddf45cd,pedreira,SP,13920,credit_card,1,5,69.36,13.07,82.43,2017-04-13 02:10:20,2017-04-07 20:21:25,2017-04-08 02:10:20,2017-04-10 12:24:03,2017-04-13 15:08:03,2017-05-08 00:00:00,Friday,April,2017,April-2017,delivered,b3224f0819fcb5e1c0f91961c4100aa7-1
2439,e0e2d0124d957b3ee9272b673f7e6e2d,1,9cd9908817c0c07c4de221e72a128838,3722dfb5869de8db3dec5a7094dd9ad6,15808,catanduva,SP,4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49.0,1495.0,3.0,600.0,33.0,19.0,13.0,cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,9015,credit_card,1,5,84.99,12.93,97.92,2018-02-02 11:30:22,2018-01-28 11:18:09,2018-01-28 11:30:22,2018-01-29 21:12:36,2018-02-14 18:26:42,2018-02-21 00:00:00,Sunday,January,2018,January-2018,delivered,e0e2d0124d957b3ee9272b673f7e6e2d-1
52954,b4869c2e4b11586a953130fa13632aa9,1,1f32801ff0c8f0aeaa8a6af5ca6ce862,90388457aee662815a374617d4eb475c,13360,capivari,SP,f3783ff90631773bc67baf91edcbcb69,pcs,55.0,3610.0,4.0,2700.0,16.0,31.0,38.0,53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,42738,credit_card,1,8,1200.0,50.81,1250.81,2017-09-08 11:04:36,2017-09-01 10:51:00,2017-09-01 11:04:36,2017-09-04 21:21:33,2017-09-11 20:03:11,2017-09-25 00:00:00,Friday,September,2017,September-2017,delivered,b4869c2e4b11586a953130fa13632aa9-1
29682,e5535466d23681cc97013097a0644150,1,10d2967d139449709e9f095b22b0f1d0,ef27ccb46b9ea8056a968d34a0b03374,28950,armacao dos buzios,RJ,8317b177579dd27ff068b83205e2169b,cool_stuff,43.0,465.0,1.0,400.0,18.0,12.0,14.0,4869f7a5dfa277a7dca6462dcf3b52b2,guariba,SP,14840,voucher,2,1,195.9,16.12,75.93,2017-12-21 13:15:29,2017-12-13 16:02:41,2017-12-15 13:15:29,2017-12-18 16:14:38,2018-01-24 17:22:31,2018-01-15 00:00:00,Wednesday,December,2017,December-2017,delivered,e5535466d23681cc97013097a0644150-1
84680,7e994fde493b3bd44fa065bcf39fe904,1,71ce2ac1bd1b5610e994eb279793f1b0,3b1e4f4bcff27703174c882bd33a099a,88015,florianopolis,SC,e1e932dfb67414e80b87ad97688cf2a3,brinquedos,45.0,404.0,5.0,3850.0,52.0,7.0,55.0,fde0cc9ea29c8ccfc0a2c22256a58c71,curitiba,PR,81650,credit_card,1,2,99.0,24.82,123.82,2018-05-10 19:12:18,2018-05-08 18:54:35,2018-05-08 19:12:18,2018-05-09 11:45:00,2018-05-14 10:52:03,2018-05-24 00:00:00,Tuesday,May,2018,May-2018,delivered,7e994fde493b3bd44fa065bcf39fe904-1
50820,9ce4398b070b04730a8cabbd1680a567,1,0063913c2f1878cc471de963dc0571c4,3c4abb94aa82c0be6a86af95be2ca5bf,13178,sumare,SP,a02d0123079f4ae96001ba2010d1a2df,construcao_ferramentas_iluminacao,57.0,771.0,1.0,12000.0,45.0,35.0,45.0,1025f0e2d44d7041d6cf58b6550e0bfa,sao paulo,SP,3204,credit_card,1,2,228.0,26.58,254.58,2018-08-16 13:24:33,2018-08-10 13:04:01,2018-08-10 13:24:33,2018-08-13 08:41:00,2018-08-14 22:08:31,2018-08-20 00:00:00,Friday,August,2018,August-2018,delivered,9ce4398b070b04730a8cabbd1680a567-1
54392,5d932f2c9933e832f4a37999ccd03baa,1,0a90a58aa6815f51b8178742ab711588,0a9c20f28627fb9d8539152d9670aa72,4006,sao paulo,SP,37b4783642fb927cc790934843b00b06,moveis_decoracao,31.0,479.0,3.0,1000.0,16.0,19.0,29.0,6edacfd9f9074789dad6d62ba7950b9c,guarulhos,SP,7135,credit_card,1,3,84.9,11.8,96.7,2017-10-04 15:07:14,2017-09-28 14:53:37,2017-09-28 15:07:14,2017-09-29 19:43:48,2017-10-02 13:23:30,2017-10-16 00:00:00,Thursday,September,2017,September-2017,delivered,5d932f2c9933e832f4a37999ccd03baa-1
49235,6a2387867f03a6f55be009812af06e75,1,5fe198592d7d7d6d8287be11d6b53ae4,1b2912b1bf77d536d56909e98ffd8922,9051,santo andre,SP,04c200c7067838a36677c2cb65f90987,utilidades_domesticas,55.0,1355.0,4.0,375.0,16.0,10.0,18.0,0509040ea3fe50071181bbc359eb7738,belo horizonte,MG,31710,credit_card,1,8,28.99,14.1,86.18,2017-09-08 19:30:11,2017-09-02 19:24:35,2017-09-03 19:30:11,2017-09-05 16:57:52,2017-09-11 16:43:00,2017-09-21 00:00:00,Saturday,September,2017,September-2017,delivered,6a2387867f03a6f55be009812af06e75-1
82803,84ce5af195e57deb9b5c4aabb5d0dc29,1,f7870fc91dd0683f8cabdd751cffe1fb,1d10e9766571f592bb56ce7f0fe2ea73,6460,barueri,SP,4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58.0,655.0,5.0,1300.0,30.0,10.0,30.0,7a241947449cc45dbfda4f9d0798d9d0,jacutinga,MG,37590,credit_card,1,2,110.0,14.5,124.5,2017-12-04 12:27:13,2017-11-28 11:29:14,2017-11-28 12:27:13,2017-11-29 17:15:05,2017-12-06 01:04:10,2017-12-21 00:00:00,Tuesday,November,2017,November-2017,delivered,84ce5af195e57deb9b5c4aabb5d0dc29-1
963,a63677aa9aeae51c42728b18555df877,1,c99b0d13ba87e0a2a17cd0a907cab66c,c27284bd896b69adb3246df8e2c387b8,36740,recreio,MG,d63c1011f49d98b976c352955b1c4bea,beleza_saude,57.0,614.0,1.0,950.0,35.0,25.0,20.0,cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,9015,credit_card,1,3,59.99,15.17,75.16,2017-08-15 23:15:14,2017-08-08 22:59:59,2017-08-08 23:15:14,2017-08-10 13:27:41,2017-08-18 17:28:31,2017-08-31 00:00:00,Tuesday,August,2017,August-2017,delivered,a63677aa9aeae51c42728b18555df877-1
54317,eef1b5385bc2d6cdf899eaf1337be979,1,4e87ee70b31e161d2bccbcb0af7c035a,9b184e00d4c7ca98227d44d85c9c1689,36010,juiz de fora,MG,aa68f61c9b2dbcd9cce6c45e80dfbff7,eletronicos,42.0,101.0,1.0,100.0,22.0,5.0,14.0,128639473a139ac0f3e5f5ade55873a5,maringa,PR,87050,credit_card,1,3,18.9,16.79,35.69,2017-12-14 10:55:21,2017-12-10 10:45:35,2017-12-10 10:55:21,2017-12-11 19:38:03,2017-12-31 13:06:11,2018-01-11 00:00:00,Sunday,December,2017,December-2017,delivered,eef1b5385bc2d6cdf899eaf1337be979-1
16203,f41397c4cf4c8a67f5f540472acbfe4f,3,039a50ec3dc563eaf0bb3ecf176cdf99,3ef89bb0612ae0ceb434b6cf8335e35f,78065,cuiaba,MT,2a3539131370b3ac020dd5f7a656a53d,eletronicos,60.0,442.0,2.0,1075.0,21.0,9.0,9.0,5656537e588803a555b8eb41f07a944b,brasilia,DF,72015,credit_card,1,10,21.89,15.79,100.7,2018-03-06 11:30:54,2018-02-28 11:14:58,2018-02-28 11:32:43,2018-02-28 20:32:38,2018-03-28 20:58:25,2018-03-23 00:00:00,Wednesday,February,2018,February-2018,delivered,f41397c4cf4c8a67f5f540472acbfe4f-3
